""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000561210.1	HAVANA	transcript			ENSG00000137766.16	protein_coding	KNOWN	UNC13C	2	OTTHUMG00000172542.6	ENST00000561210.1	retained_intron	KNOWN	UNC13C-004	1		OTTHUMT00000419362.2						-0.343118902476681	2.16130182690898	-3.90567897293483	0.000124888137158029	0.00668799178877224	0.506886845577246	0.207404394530954
ENST00000505364.1	HAVANA	transcript			ENSG00000196810.4	antisense	KNOWN	CTBP1-AS2	2	OTTHUMG00000160166.2	ENST00000505364.1	antisense	KNOWN	CTBP1-AS2-006	2	basic	OTTHUMT00000359455.1						0.352463070885539	-0.688815824395997	3.90536221914326	0.00012504120095228	0.00669247678311885	0.8838393297143	0.0716317084177935
ENST00000543245.6	HAVANA	transcript			ENSG00000072778.19	protein_coding	KNOWN	ACADVL	2	OTTHUMG00000102157.24	ENST00000543245.6	protein_coding	KNOWN	ACADVL-007	2	CCDS	OTTHUMT00000444679.1				ENSP00000438689.2	CCDS58509.1	0.406643821944676	5.03309063259373	3.90440917603771	0.000125502810922559	0.00671346172067413	0.037813776353401	0.120900257394729
ENST00000469032.1	HAVANA	transcript			ENSG00000104327.7	protein_coding	KNOWN	CALB1	2	OTTHUMG00000134314.4	ENST00000469032.1	retained_intron	KNOWN	CALB1-002	2		OTTHUMT00000259339.1						0.243587135988421	2.66442866674612	3.90281983599965	0.000126276212797973	0.00675109271898977	0.408308306858699	0.133442463215746
ENST00000314752.11	HAVANA	transcript			ENSG00000196502.11	protein_coding	KNOWN	SULT1A1	2	OTTHUMG00000131765.4	ENST00000314752.11	protein_coding	KNOWN	SULT1A1-002	1	CCDS	OTTHUMT00000254694.2				ENSP00000321988.7	CCDS32420.1	-0.625368575184624	1.60044329118793	-3.90249106857989	0.00012643676057545	0.00675593524106365	0.573593755686519	0.0322944424295427
ENST00000317571.7	HAVANA	transcript			ENSG00000168234.12	protein_coding	KNOWN	TTC39C	2	OTTHUMG00000179403.5	ENST00000317571.7	protein_coding	KNOWN	TTC39C-001	1	CCDS	OTTHUMT00000446107.1				ENSP00000323645.3	CCDS45839.1	-0.184545040002561	3.23492093713157	-3.90180605958071	0.00012677189510512	0.00677009599556402	0.322552527031929	0.0946928747877507
ENST00000333673.5	HAVANA	transcript			ENSG00000178222.12	protein_coding	KNOWN	RNF212	2	OTTHUMG00000118997.4	ENST00000333673.5	protein_coding	KNOWN	RNF212-004	2	CCDS	OTTHUMT00000359126.1				ENSP00000327481.5	CCDS54704.1	-0.514171657189565	-1.498928218936	-3.89979667831491	0.0001277598365872	0.00681908416906606	0.927039792594224	0.146656577105105
ENST00000505276.2	HAVANA	transcript			ENSG00000250770.3	transcribed_unprocessed_pseudogene	KNOWN	RP5-1063M23.3	2	OTTHUMG00000168181.2	ENST00000505276.2	processed_transcript	KNOWN	RP5-1063M23.3-003	2	basic	OTTHUMT00000398632.1						-0.281687502191669	1.29795658222225	-3.89784144616695	0.000128728164461436	0.00686697192895551	0.606954775211452	0.053596560348468
ENST00000629316.2	HAVANA	transcript			ENSG00000066032.18	protein_coding	KNOWN	CTNNA2	2	OTTHUMG00000152903.13	ENST00000629316.2	protein_coding	KNOWN	CTNNA2-021	2	CCDS	OTTHUMT00000484362.1				ENSP00000486160.1	CCDS54371.1	1.80985300958913	-2.34213515767479	3.89769415059172	0.000128801393897732	0.00686708436576565	0.911245348678577	0.0534326076921606
ENST00000440779.5	HAVANA	transcript			ENSG00000144451.18	protein_coding	KNOWN	SPAG16	2	OTTHUMG00000133015.8	ENST00000440779.5	nonsense_mediated_decay	KNOWN	SPAG16-009	3		OTTHUMT00000337128.1				ENSP00000404949.1		-0.402172709885434	0.0115466888562542	-3.89710389142989	0.000129095243766223	0.00687895263057611	0.772576361152554	0.101851817018684
ENST00000586659.5	HAVANA	transcript			ENSG00000197256.10	protein_coding	KNOWN	KANK2	2	OTTHUMG00000180799.4	ENST00000586659.5	protein_coding	KNOWN	KANK2-001	1	CCDS	OTTHUMT00000453066.2				ENSP00000465650.1	CCDS12255.1	0.185582602318129	3.26479021586426	3.89558543963813	0.00012985410323539	0.0069155725779315	0.300637102344187	0.122894752855645
ENST00000428414.5	HAVANA	transcript			ENSG00000214765.8	transcribed_unprocessed_pseudogene	KNOWN	SEPT7P2	2	OTTHUMG00000155423.1	ENST00000428414.5	processed_transcript	KNOWN	SEPT7P2-002	1		OTTHUMT00000340061.1						-0.289064885241076	0.970003294513994	-3.89509301464329	0.000130101104358508	0.00692490740365569	0.643155095503257	0.0566317995615023
ENST00000456581.1	HAVANA	transcript			ENSG00000237489.3	protein_coding	KNOWN	LINC00959	2	OTTHUMG00000019268.2	ENST00000456581.1	nonsense_mediated_decay	KNOWN	LINC00959-001	2		OTTHUMT00000051025.2				ENSP00000489817.1		-0.23460107636199	0.382874563156475	-3.89457837248369	0.000130359725988621	0.00693485012843267	0.716870656098186	0.0193724721746628
ENST00000455401.6	HAVANA	transcript			ENSG00000144834.13	protein_coding	KNOWN	TAGLN3	2	OTTHUMG00000159281.3	ENST00000455401.6	protein_coding	KNOWN	TAGLN3-003	1	CCDS	OTTHUMT00000354333.1				ENSP00000391160.2	CCDS33816.1	0.183914300570237	5.73019280542281	3.89389002437047	0.000130706402120819	0.00694681206080533	-0.122209561751307	0.108306769912392
ENST00000563003.1	HAVANA	transcript			ENSG00000261502.3	processed_transcript	KNOWN	RP11-96H17.1	2	OTTHUMG00000177973.1	ENST00000563003.1	lincRNA	KNOWN	RP11-96H17.1-001	1	basic	OTTHUMT00000431637.1						0.432310380124147	0.746005117033244	3.89384624893236	0.00013072847851444	0.00694681206080533	0.665180220990314	0.0451957159330751
ENST00000475996.1	HAVANA	transcript			ENSG00000204642.13	protein_coding	KNOWN	HLA-F	2	OTTHUMG00000031156.5	ENST00000475996.1	protein_coding	KNOWN	HLA-F-013	NA	cds_start_NF	OTTHUMT00000195095.2				ENSP00000486309.1		-0.257406310684012	0.271731406111398	-3.89303546877498	0.000131138003176337	0.00696474079135758	0.723659375837653	0.159180914597486
ENST00000549454.5	HAVANA	transcript			ENSG00000067715.13	protein_coding	KNOWN	SYT1	2	OTTHUMG00000134326.4	ENST00000549454.5	processed_transcript	KNOWN	SYT1-008	5		OTTHUMT00000407109.1						-0.312323573074769	1.53547179857865	-3.89288282236023	0.000131215240823246	0.00696501174406142	0.555291044681781	0.128028501284419
ENST00000429381.5	HAVANA	transcript			ENSG00000112763.15	protein_coding	KNOWN	BTN2A1	2	OTTHUMG00000014457.3	ENST00000429381.5	protein_coding	KNOWN	BTN2A1-003	1	CCDS	OTTHUMT00000354193.1				ENSP00000416945.1	CCDS47390.1	-0.299003639720451	2.12608982641908	-3.8927039806535	0.00013130578794367	0.00696598848852369	0.467188450460919	0.151069494912882
ENST00000354989.9	HAVANA	transcript			ENSG00000197586.12	protein_coding	KNOWN	ENTPD6	2	OTTHUMG00000032116.3	ENST00000354989.9	protein_coding	KNOWN	ENTPD6-004	1	CCDS	OTTHUMT00000078398.2				ENSP00000347084.5	CCDS46586.1	0.294067978813071	4.53520651893702	3.89083914497564	0.000132253488068779	0.00700906280846787	0.0686624173467401	0.220071919214365
ENST00000533253.1	HAVANA	transcript			ENSG00000254854.1	antisense	KNOWN	CTD-2523D13.2	2	OTTHUMG00000166179.1	ENST00000533253.1	antisense	KNOWN	CTD-2523D13.2-001	5	basic	OTTHUMT00000388237.1						-0.449427883252418	-1.54403743290221	-3.8908206803836	0.000132262904043628	0.00700906280846787	0.898342513708835	0.11665849140608
ENST00000426049.1	HAVANA	transcript			ENSG00000231245.2	processed_pseudogene	KNOWN	C1DP1	2	OTTHUMG00000017927.1	ENST00000426049.1	processed_pseudogene	KNOWN	C1DP1-001	NA	basic	OTTHUMT00000047495.1			PGO:0000004			-1.43525440278047	-1.88144182410905	-3.89061409297202	0.000132368296174484	0.00701080003775706	0.881397016948064	0.103798761373401
ENST00000514004.5	HAVANA	transcript			ENSG00000001084.10	protein_coding	KNOWN	GCLC	2	OTTHUMG00000160220.7	ENST00000514004.5	protein_coding	KNOWN	GCLC-003	1	basic	OTTHUMT00000359948.1				ENSP00000421908.1		-0.263893095623495	1.31333689114739	-3.89012282850425	0.000132619238531433	0.0070202401080943	0.57195132868988	0.13301664267948
ENST00000302274.7	HAVANA	transcript			ENSG00000170522.9	protein_coding	KNOWN	ELOVL6	2	OTTHUMG00000132547.6	ENST00000302274.7	protein_coding	KNOWN	ELOVL6-002	2	CCDS	OTTHUMT00000255749.1				ENSP00000304736.3	CCDS3690.1	-0.312606411401828	2.04641719652496	-3.88976076494277	0.000132804472690639	0.00702505911881877	0.466275247294621	0.0874182939606289
ENST00000582616.1	HAVANA	transcript			ENSG00000228204.2	antisense	KNOWN	RP4-724E13.2	2	OTTHUMG00000155997.3	ENST00000582616.1	antisense	KNOWN	RP4-724E13.2-002	5	RNA_Seq_supported_only	OTTHUMT00000447749.1						0.3048320024462	-0.455860021695085	3.8896605434559	0.00013285579003421	0.00702505911881877	0.799296886337849	0.0284086189271595
ENST00000531090.5	HAVANA	transcript			ENSG00000175352.10	protein_coding	KNOWN	NRIP3	2	OTTHUMG00000165680.2	ENST00000531090.5	protein_coding	KNOWN	NRIP3-002	2	basic	OTTHUMT00000385777.1				ENSP00000432451.1		-0.961717582908396	-2.76317310845433	-3.88926174277677	0.000133060178081019	0.0070320155634563	0.724494444968137	0.0239527750017447
ENST00000584788.5	HAVANA	transcript			ENSG00000176809.10	protein_coding	KNOWN	LRRC37A3	2	OTTHUMG00000132307.4	ENST00000584788.5	protein_coding	KNOWN	LRRC37A3-010	5	cds_end_NF	OTTHUMT00000445605.2				ENSP00000462864.1		1.78150505961724	-2.99576597647208	3.88847835100849	0.000133462540429039	0.00704942129572509	0.439043359711215	0.123478661515747
ENST00000555895.5	HAVANA	transcript			ENSG00000100804.18	protein_coding	KNOWN	PSMB5	2	OTTHUMG00000028713.5	ENST00000555895.5	protein_coding	KNOWN	PSMB5-007	3	cds_start_NF	OTTHUMT00000413331.1				ENSP00000451816.1		0.591903358681226	-1.33648448098052	3.88789287338941	0.000133764004284658	0.00706148150339029	0.882855018455555	0.0533030028062669
ENST00000415968.2	HAVANA	transcript			ENSG00000166762.16	protein_coding	KNOWN	CATSPER2	2	OTTHUMG00000059902.11	ENST00000415968.2	retained_intron	KNOWN	CATSPER2-005	1		OTTHUMT00000133154.1						0.258492035517538	0.786636127659318	3.88726539381227	0.000134087812102443	0.00707470743701601	0.636781622695311	0.194840861620402
ENST00000600660.1	HAVANA	transcript			ENSG00000176531.10	protein_coding	KNOWN	PHLDB3	1	OTTHUMG00000150693.5	ENST00000600660.1	protein_coding	KNOWN	PHLDB3-009	3	exp_conf	OTTHUMT00000463658.2				ENSP00000473000.1		-0.322673974507864	-0.669089197766379	-3.88677855170785	0.000134339556721021	0.00708411882012093	0.813513777509296	0.117971917865507
ENST00000431319.1	HAVANA	transcript			ENSG00000115761.15	protein_coding	KNOWN	NOL10	2	OTTHUMG00000119023.2	ENST00000431319.1	protein_coding	KNOWN	NOL10-004	3	cds_start_NF	OTTHUMT00000329162.1				ENSP00000403170.1		-0.182927458643068	1.90831903255703	-3.88630663844765	0.000134584009543524	0.00709313562088724	0.476746361505588	0.0849746772482291
ENST00000579562.5	HAVANA	transcript			ENSG00000167733.13	protein_coding	KNOWN	HSD11B1L	2	OTTHUMG00000178586.2	ENST00000579562.5	nonsense_mediated_decay	KNOWN	HSD11B1L-010	1		OTTHUMT00000442576.1				ENSP00000462113.1		1.65531046180603	-2.49086974706699	3.88554015185191	0.000134981951861655	0.00711022770324619	0.84115571410901	0.150677989407359
ENST00000342032.7	HAVANA	transcript			ENSG00000106341.10	protein_coding	KNOWN	PPP1R17	2	OTTHUMG00000128629.2	ENST00000342032.7	protein_coding	KNOWN	PPP1R17-001	1	CCDS	OTTHUMT00000250498.1				ENSP00000340125.3	CCDS5436.1	-0.608104227276333	-1.55411879515667	-3.88443642150137	0.000135556944581355	0.00713662226123674	0.876625608134964	0.125504243446861
ENST00000619622.4	ENSEMBL	transcript			ENSG00000006282.20	protein_coding	KNOWN	SPATA20	3	OTTHUMG00000162162.4	ENST00000619622.4	protein_coding	KNOWN	SPATA20-201	5	CCDS					ENSP00000483295.1	CCDS58564.1	1.99038187550008	-3.27045464452056	3.88428322010617	0.000135636938830949	0.00713694222990926	0.228937292344238	0.0769166923566128
ENST00000262056.13	HAVANA	transcript			ENSG00000063046.17	protein_coding	KNOWN	EIF4B	2	OTTHUMG00000169570.7	ENST00000262056.13	protein_coding	KNOWN	EIF4B-001	1	CCDS	OTTHUMT00000404852.2				ENSP00000262056.9	CCDS41788.1	-0.114487243012213	7.85593709390285	-3.88366356574534	0.000135960948951038	0.00715009447985759	-0.514299083436875	0.073681283595613
ENST00000508395.5	HAVANA	transcript			ENSG00000215158.9	transcribed_unprocessed_pseudogene	KNOWN	RP11-1023L17.1	2	OTTHUMG00000162181.1	ENST00000508395.5	processed_transcript	KNOWN	RP11-1023L17.1-004	4	basic	OTTHUMT00000367776.1						0.249168374138997	1.6838924922171	3.88330446829841	0.000136149052710019	0.00715608907749767	0.497193559475589	0.272845770587991
ENST00000544693.5	HAVANA	transcript			ENSG00000185864.16	protein_coding	KNOWN	NPIPB4	2	OTTHUMG00000163555.7	ENST00000544693.5	protein_coding	KNOWN	NPIPB4-016	4	cds_end_NF	OTTHUMT00000402426.3				ENSP00000443445.1		-0.199637201762035	1.83538247795002	-3.88275119587547	0.000136439353122782	0.0071674457570278	0.46807836815859	0.101815473209661
ENST00000576859.1	HAVANA	transcript			ENSG00000262098.1	lincRNA	KNOWN	CTD-2561B21.10	2	OTTHUMG00000177696.1	ENST00000576859.1	lincRNA	KNOWN	CTD-2561B21.10-001	3	basic	OTTHUMT00000438543.1						-0.370118739573298	1.2183642489738	-3.88108825330399	0.000137315432384611	0.00720646888092619	0.551285181743197	0.0849089216309506
ENST00000337929.7	HAVANA	transcript			ENSG00000103522.15	protein_coding	KNOWN	IL21R	2	OTTHUMG00000131675.5	ENST00000337929.7	protein_coding	KNOWN	IL21R-001	1	CCDS	OTTHUMT00000254578.3				ENSP00000338010.3	CCDS10630.1	-0.227889062733118	0.804448290094839	-3.8809188868172	0.000137404957582397	0.00720646888092619	0.609974377794153	0.0705703821736256
ENST00000380573.3	HAVANA	transcript			ENSG00000120907.17	protein_coding	KNOWN	ADRA1A	2	OTTHUMG00000099459.2	ENST00000380573.3	protein_coding	KNOWN	ADRA1A-008	2	CCDS	OTTHUMT00000376208.1				ENSP00000369947.3	CCDS6054.1	0.304191341482459	1.36774517627306	3.88091671388571	0.000137406106528835	0.00720646888092619	0.539234941940317	0.0844317871470059
ENST00000360242.9	HAVANA	transcript			ENSG00000150636.16	protein_coding	KNOWN	CCDC102B	2	OTTHUMG00000132808.5	ENST00000360242.9	protein_coding	KNOWN	CCDC102B-001	1	CCDS	OTTHUMT00000256225.2				ENSP00000353377.5	CCDS11996.2	-0.234241145142283	1.23014962945557	-3.88022953577477	0.000137769912198418	0.00722162654853747	0.551172516440913	0.082303790200858
ENST00000354725.7	HAVANA	transcript			ENSG00000197157.10	protein_coding	KNOWN	SND1	2	OTTHUMG00000157560.2	ENST00000354725.7	protein_coding	KNOWN	SND1-001	1	CCDS	OTTHUMT00000349148.1				ENSP00000346762.3	CCDS34747.1	-0.0766541935605756	5.7609635753992	-3.87976351981623	0.000138017149874321	0.00722753404241975	-0.162045901814264	0.308025639146004
ENST00000524817.5	HAVANA	transcript			ENSG00000133789.14	protein_coding	KNOWN	SWAP70	2	OTTHUMG00000165865.3	ENST00000524817.5	retained_intron	KNOWN	SWAP70-003	1		OTTHUMT00000386797.1						-0.402201270482161	-0.197114686753615	-3.87967522654331	0.000138064039915787	0.00722753404241975	0.732962447609532	0.0220393480187474
ENST00000396184.7	HAVANA	transcript			ENSG00000154678.16	protein_coding	KNOWN	PDE1C	2	OTTHUMG00000023836.7	ENST00000396184.7	protein_coding	KNOWN	PDE1C-003	1	CCDS	OTTHUMT00000215077.3				ENSP00000379487.3	CCDS5437.1	0.233255960065214	6.02650720514834	3.87959402631228	0.000138107176380724	0.00722753404241975	-0.211066390914643	0.338380192791483
ENST00000343262.8	HAVANA	transcript			ENSG00000140988.15	protein_coding	KNOWN	RPS2	2	OTTHUMG00000128708.5	ENST00000343262.8	protein_coding	KNOWN	RPS2-001	1	CCDS	OTTHUMT00000250613.2				ENSP00000341885.4	CCDS10452.1	0.192725497015234	6.03295072350748	3.87937907999074	0.000138221425256994	0.00722959452560336	-0.208264243255453	0.0386855462445291
ENST00000561011.5	HAVANA	transcript			ENSG00000128891.15	protein_coding	KNOWN	C15orf57	1	OTTHUMG00000129993.5	ENST00000561011.5	protein_coding	KNOWN	C15orf57-008	2	CCDS	OTTHUMT00000418765.1				ENSP00000454049.1	CCDS73706.1	-0.452973672886913	0.739411861000968	-3.87919248984365	0.000138320674849448	0.00723086867320715	0.614733812928001	0.135162967083193
ENST00000328453.9	HAVANA	transcript			ENSG00000239521.7	protein_coding	KNOWN	GATS	2	OTTHUMG00000155289.6	ENST00000328453.9	nonsense_mediated_decay	KNOWN	GATS-011	1	CCDS	OTTHUMT00000403153.2				ENSP00000482429.1	CCDS43621.1	-0.167144128756047	5.64120720470355	-3.87900101127714	0.000138422594915356	0.00723228096832104	-0.147245375401438	0.0973446939720007
ENST00000281513.9	HAVANA	transcript			ENSG00000151779.12	protein_coding	KNOWN	NBAS	2	OTTHUMG00000121153.2	ENST00000281513.9	protein_coding	KNOWN	NBAS-001	1	CCDS	OTTHUMT00000241638.1				ENSP00000281513.5	CCDS1685.1	-0.0735419941271084	7.09873773322738	-3.87882637641046	0.000138515611524546	0.00723322680104977	-0.393913691868955	0.16506985697682
ENST00000217233.7	HAVANA	transcript			ENSG00000101255.10	protein_coding	KNOWN	TRIB3	2	OTTHUMG00000031627.5	ENST00000217233.7	protein_coding	KNOWN	TRIB3-001	1	CCDS	OTTHUMT00000077441.2				ENSP00000217233.3	CCDS12997.1	0.523552376959791	-0.698104366348059	3.87866701239159	0.00013860054607424	0.0072337497976498	0.793613096213329	0.198481649421749
ENST00000417391.1	HAVANA	transcript			ENSG00000079246.15	protein_coding	KNOWN	XRCC5	2	OTTHUMG00000133059.5	ENST00000417391.1	protein_coding	KNOWN	XRCC5-003	3	cds_end_NF	OTTHUMT00000337287.3				ENSP00000401318.1		-0.469135966116888	-0.205321193509123	-3.87772844402542	0.000139101767760396	0.00725598707959873	0.73014094248803	0.0752678477464525
ENST00000366167.2	HAVANA	transcript			ENSG00000228010.5	antisense	KNOWN	AC073343.13	2	OTTHUMG00000152372.1	ENST00000366167.2	antisense	KNOWN	AC073343.13-001	4	basic	OTTHUMT00000326013.1						0.371823723744274	-1.1130333245656	3.87525281265241	0.000140432083346507	0.00731860062500655	0.817867831912343	0.102517663234709
ENST00000546508.1	HAVANA	transcript			ENSG00000257585.1	lincRNA	KNOWN	LINC00609	2	OTTHUMG00000170616.1	ENST00000546508.1	lincRNA	KNOWN	LINC00609-001	3	basic	OTTHUMT00000409825.1						0.346894883673224	1.766631185346	3.8751130652747	0.000140507537179739	0.00731860062500655	0.446654069874016	0.170315474230423
ENST00000258499.7	HAVANA	transcript			ENSG00000136014.11	protein_coding	KNOWN	USP44	2	OTTHUMG00000170281.2	ENST00000258499.7	protein_coding	KNOWN	USP44-001	1	CCDS	OTTHUMT00000408312.1				ENSP00000258499.3	CCDS9053.1	-0.368535952404694	-0.191386129252008	-3.87507239736381	0.000140529502234627	0.00731860062500655	0.714744358323889	0.0844718325728849
ENST00000533538.5	HAVANA	transcript			ENSG00000141279.15	protein_coding	KNOWN	NPEPPS	2	OTTHUMG00000165471.6	ENST00000533538.5	retained_intron	KNOWN	NPEPPS-007	5		OTTHUMT00000384281.1						0.216985725718879	1.84432385257852	3.87482283086453	0.000140664366358688	0.00732167505627856	0.443073022796512	0.269368391776442
ENST00000590088.5	HAVANA	transcript			ENSG00000167384.10	protein_coding	KNOWN	ZNF180	2	OTTHUMG00000180495.4	ENST00000590088.5	nonsense_mediated_decay	KNOWN	ZNF180-002	1		OTTHUMT00000451603.2				ENSP00000468523.1		-1.42533526111086	-0.0699498412605561	-3.87430948866711	0.000140942159121145	0.00733218169815898	0.695313907442128	0.106749109872056
ENST00000265093.4	HAVANA	transcript			ENSG00000113732.8	protein_coding	KNOWN	ATP6V0E1	2	OTTHUMG00000130518.3	ENST00000265093.4	protein_coding	KNOWN	ATP6V0E1-003	2	basic	OTTHUMT00000372563.1				ENSP00000265093.4		-0.169342020801264	3.1887687533132	-3.87400967576647	0.000141104642040391	0.00733539038417117	0.226210105021953	0.483914861541529
ENST00000613496.4	ENSEMBL	transcript			ENSG00000115756.12	protein_coding	KNOWN	HPCAL1	3	OTTHUMG00000090451.5	ENST00000613496.4	protein_coding	KNOWN	HPCAL1-201	3	CCDS					ENSP00000478231.1	CCDS1671.1	-2.34757907668627	-2.94038881800374	-3.87391538101747	0.000141155781570831	0.00733539038417117	0.661696886942448	0.136949421049134
ENST00000245816.8	HAVANA	transcript			ENSG00000125656.8	protein_coding	KNOWN	CLPP	2	OTTHUMG00000180779.4	ENST00000245816.8	protein_coding	KNOWN	CLPP-001	1	CCDS	OTTHUMT00000452984.1				ENSP00000245816.3	CCDS12162.1	-0.286227146465019	1.65769692807566	-3.87362489992895	0.000141313430693663	0.00733963259128343	0.467062536656762	0.0530089348494587
ENST00000558173.5	HAVANA	transcript			ENSG00000185880.12	protein_coding	KNOWN	TRIM69	2	OTTHUMG00000131246.5	ENST00000558173.5	retained_intron	KNOWN	TRIM69-006	1		OTTHUMT00000416179.2						0.189912425728032	1.58401753885758	3.87341440435538	0.000141427774600864	0.00734162223054398	0.475923083561225	0.0531462216513422
ENST00000395184.5	HAVANA	transcript			ENSG00000138639.17	protein_coding	KNOWN	ARHGAP24	2	OTTHUMG00000130427.5	ENST00000395184.5	protein_coding	KNOWN	ARHGAP24-001	2	CCDS	OTTHUMT00000252815.2				ENSP00000378611.1	CCDS34025.1	-0.270384172846093	2.43173344719072	-3.87299103067615	0.00014165802237111	0.00734962315530368	0.348126593364742	0.0453266872834604
ENST00000507956.5	HAVANA	transcript			ENSG00000138744.14	protein_coding	KNOWN	NAAA	2	OTTHUMG00000160855.8	ENST00000507956.5	protein_coding	KNOWN	NAAA-008	2	appris_alternative_2	OTTHUMT00000363170.1				ENSP00000427641.1		0.345711724092644	0.76388414986552	3.87247666130373	0.000141938235533058	0.00736020644127758	0.589379072512045	0.0814115690102768
