clusterID	N	coord	gene	annotation	FDR	chr	Type	Tissue
clu_61108_+	4	chr5:142770915-142879374	ARHGAP26	cryptic	1.03e-06	chr5	DTU	Dentate Gyrus
clu_144681_+	5	chr7:140696842-140721552	NDUFB2	cryptic	1.03e-06	chr7	DTU	Dentate Gyrus
clu_134463_-	14	chr21:9811157-9837902	.	annotated	1.06e-06	chr21	DTU	Dentate Gyrus
clu_33638_+	2	chr21:44117963-44119387	PWP2	annotated	1.18e-06	chr21	DTU	Dentate Gyrus
clu_24622_+	14	chr20:8493669-8494132	.	annotated	1.31e-06	chr20	DTU	Dentate Gyrus
clu_102041_-	17	chr1:16485665-16645067	CROCCP2	cryptic	1.35e-06	chr1	DTU	Dentate Gyrus
clu_36522_+	5	chr12:1827594-1828076	LRTM2	annotated	1.35e-06	chr12	DTU	Dentate Gyrus
clu_75769_-	9	chr17:46094701-46223671	KANSL1	cryptic	1.35e-06	chr17	DTU	Dentate Gyrus
clu_142769_+	2	chr7:65073514-65078624	CCT6P3	cryptic	1.85e-06	chr7	DTU	Dentate Gyrus
clu_53220_-	2	chr19:12924804-12924904	FARSA	cryptic	1.96e-06	chr19	DTU	Dentate Gyrus
clu_18208_-	9	chr10:24937367-24953431	PRTFDC1	cryptic	2.31e-06	chr10	DTU	Dentate Gyrus
clu_126257_+	3	chr17:16772019-16773497	CCDC144A	annotated	2.41e-06	chr17	DTU	Dentate Gyrus
clu_64373_-	13	chr14:74296449-74302875	ABCD4	cryptic	2.57e-06	chr14	DTU	Dentate Gyrus
clu_113818_+	3	chr2:97196788-97204068	ANKRD36	cryptic	2.99e-06	chr2	DTU	Dentate Gyrus
clu_14754_-	3	chr3:41912899-41918457	ULK4	cryptic	2.99e-06	chr3	DTU	Dentate Gyrus
clu_7781_-	3	chr15:20440642-20443371	HERC2P3	cryptic	3.36e-06	chr15	DTU	Dentate Gyrus
clu_113820_+	5	chr2:97204096-97209681	ANKRD36	cryptic	3.4e-06	chr2	DTU	Dentate Gyrus
clu_25656_+	10	chr20:58701158-58707123	NPEPL1	cryptic	3.81e-06	chr20	DTU	Dentate Gyrus
clu_51930_+	5	chrX:140711656-140733881	LINC00632	cryptic	4.13e-06	chrX	DTU	Dentate Gyrus
clu_126256_+	3	chr17:16735643-16761425	CCDC144A	annotated	5.08e-06	chr17	DTU	Dentate Gyrus
clu_126487_+	7	chr17:20410895-20424592	USP32P3	cryptic	5.36e-06	chr17	DTU	Dentate Gyrus
clu_75247_-	5	chr17:38153349-38256898	CH17-431G21.1	cryptic	5.7e-06	chr17	DTU	Dentate Gyrus
clu_94575_-	5	chr12:6578546-6581044	CHD4	cryptic	5.84e-06	chr12	DTU	Dentate Gyrus
clu_90563_+	12	chr4:65668430-65874115	EPHA5-AS1	cryptic	6.25e-06	chr4	DTU	Dentate Gyrus
clu_106577_-	10	chr1:234393837-234401181	TARBP1	cryptic	7.97e-06	chr1	DTU	Dentate Gyrus
clu_45680_+	2	chr1:39026398-39028723	NDUFS5	annotated	7.97e-06	chr1	DTU	Dentate Gyrus
clu_70463_+	28	chr3:43995014-44172332	.	annotated	8.99e-06	chr3	DTU	Dentate Gyrus
clu_24474_+	9	chr20:3209033-3213985	ITPA	annotated	9.1e-06	chr20	DTU	Dentate Gyrus
clu_47402_+	46	chr1:121616280-121911813	.	annotated	9.53e-06	chr1	DTU	Dentate Gyrus
clu_58962_+	9	chr5:21461866-21501692	GUSBP1	cryptic	9.53e-06	chr5	DTU	Dentate Gyrus
clu_4462_-	18	chr11:45489771-45542444	RP11-958J22.1	cryptic	1.15e-05	chr11	DTU	Dentate Gyrus
clu_41519_-	3	chr2:75690719-75694241	GCFC2	annotated	1.17e-05	chr2	DTU	Dentate Gyrus
clu_91527_+	10	chr4:158672490-158684592	ETFDH	cryptic	1.41e-05	chr4	DTU	Dentate Gyrus
clu_132446_-	7	chr4:9224619-9243603	.	annotated	1.55e-05	chr4	DTU	Dentate Gyrus
clu_61818_+	10	chr5:177809521-177882369	RP11-423H2.1	cryptic	1.75e-05	chr5	DTU	Dentate Gyrus
clu_16136_-	7	chr3:118930275-119216240	IGSF11	cryptic	1.86e-05	chr3	DTU	Dentate Gyrus
clu_49832_+	16	chr1:224434862-224515741	CNIH3	cryptic	1.92e-05	chr1	DTU	Dentate Gyrus
clu_87635_+	3	chr6:34757551-34762595	SNRPC	annotated	1.99e-05	chr6	DTU	Dentate Gyrus
clu_132474_-	10	chr4:9225835-9268559	.	annotated	2.08e-05	chr4	DTU	Dentate Gyrus
clu_109105_+	23	chr10:132190962-132192057	.	annotated	3.07e-05	chr10	DTU	Dentate Gyrus
clu_109496_+	3	chr15:25227049-25228780	SNHG14	cryptic	3.28e-05	chr15	DTU	Dentate Gyrus
clu_13524_+	3	chr18:14220092-14227611	ANKRD20A5P	cryptic	3.49e-05	chr18	DTU	Dentate Gyrus
clu_39167_+	4	chr12:123692723-123696415	TCTN2	cryptic	3.85e-05	chr12	DTU	Dentate Gyrus
clu_3326_-	7	chr22:40435554-40552106	MKL1	cryptic	4.03e-05	chr22	DTU	Dentate Gyrus
clu_74738_-	12	chr17:18582786-18594721	CCDC144B	cryptic	4.09e-05	chr17	DTU	Dentate Gyrus
clu_104472_-	33	chr1:121946462-122229338	.	annotated	4.41e-05	chr1	DTU	Dentate Gyrus
clu_116240_+	11	chr2:241071878-241081677	SNED1	cryptic	4.85e-05	chr2	DTU	Dentate Gyrus
clu_134301_-	3	chr21:5134120-5135089	CH507-9B2.5	annotated	4.91e-05	chr21	DTU	Dentate Gyrus
clu_35283_-	5	chr9:96918826-96949555	MFSD14C	cryptic	5.29e-05	chr9	DTU	Dentate Gyrus
clu_63600_-	12	chr14:24440926-24442346	SDR39U1	cryptic	6.21e-05	chr14	DTU	Dentate Gyrus
clu_110941_+	12	chr15:84126600-84389732	UBE2Q2L	cryptic	6.57e-05	chr15	DTU	Dentate Gyrus
clu_113392_+	6	chr2:73520016-73557220	ALMS1	cryptic	6.57e-05	chr2	DTU	Dentate Gyrus
clu_135492_+	7	chr16:2081798-2083695	TSC2	cryptic	6.62e-05	chr16	DTU	Dentate Gyrus
clu_465_-	6	chrX:43843764-43882254	MAOB	cryptic	7.17e-05	chrX	DTU	Dentate Gyrus
clu_122746_+	2	chr11:67301147-67301325	ANKRD13D	cryptic	7.51e-05	chr11	DTU	Dentate Gyrus
clu_62660_-	9	chr20:35272145-35279566	MMP24-AS1	cryptic	7.64e-05	chr20	DTU	Dentate Gyrus
clu_91831_+	3	chr4:189957502-189960748	FRG1	cryptic	7.64e-05	chr4	DTU	Dentate Gyrus
clu_109626_+	2	chr15:29106819-29108270	APBA2	cryptic	7.85e-05	chr15	DTU	Dentate Gyrus
clu_131418_-	2	chr7:132145288-132146510	PLXNA4	cryptic	8.01e-05	chr7	DTU	Dentate Gyrus
clu_20949_-	10	chr5:60845179-60898276	ERCC8	cryptic	8.28e-05	chr5	DTU	Dentate Gyrus
clu_2847_-	6	chr22:30664080-30667462	DUSP18	cryptic	8.42e-05	chr22	DTU	Dentate Gyrus
clu_66777_+	2	chr9:127451540-127451929	LRSAM1	cryptic	9.77e-05	chr9	DTU	Dentate Gyrus
clu_75223_-	6	chr17:37339850-37406262	ACACA	annotated	9.95e-05	chr17	DTU	Dentate Gyrus
clu_133307_-	3	chr4:83426092-83429524	HELQ	cryptic	0.000105	chr4	DTU	Dentate Gyrus
clu_134303_-	4	chr21:5142668-5144091	CH507-9B2.5	cryptic	0.00011	chr21	DTU	Dentate Gyrus
clu_110889_+	8	chr15:82355324-82404612	UBE2Q2P2	cryptic	0.000116	chr15	DTU	Dentate Gyrus
clu_117489_-	5	chr6:83707957-83709122	SNAP91	annotated	0.000122	chr6	DTU	Dentate Gyrus
clu_12756_-	2	chr8:125038959-125039795	WASHC5	cryptic	0.000129	chr8	DTU	Dentate Gyrus
clu_7780_-	10	chr15:20439123-20439508	HERC2P3	cryptic	0.000138	chr15	DTU	Dentate Gyrus
clu_77025_-	4	chr17:82183932-82188219	CCDC57	cryptic	0.000139	chr17	DTU	Dentate Gyrus
clu_24871_+	45	chr20:25985395-26081188	FAM182A	cryptic	0.00014	chr20	DTU	Dentate Gyrus
clu_18566_-	6	chr10:48060020-48105157	PTPN20CP	cryptic	0.000144	chr10	DTU	Dentate Gyrus
clu_4288_-	2	chr11:27374046-27376299	LGR4	cryptic	0.000155	chr11	DTU	Dentate Gyrus
clu_71189_+	8	chr3:66220858-66262051	SLC25A26	cryptic	0.000155	chr3	DTU	Dentate Gyrus
clu_33901_-	11	chr9:3395596-3525747	RFX3	cryptic	0.000158	chr9	DTU	Dentate Gyrus
clu_102811_-	3	chr1:35716326-35718707	C1orf216	annotated	0.000191	chr1	DTU	Dentate Gyrus
clu_135693_+	6	chr16:4958445-4959273	SEC14L5	cryptic	0.000202	chr16	DTU	Dentate Gyrus
clu_22565_-	13	chr5:177748699-177780449	FAM153A	cryptic	0.000202	chr5	DTU	Dentate Gyrus
clu_143903_+	10	chr7:100353123-100355143	PILRB	cryptic	0.000227	chr7	DTU	Dentate Gyrus
clu_91311_+	7	chr4:143859115-144085202	RP11-673E1.1	cryptic	0.000244	chr4	DTU	Dentate Gyrus
clu_109337_+	4	chr15:25099278-25103859	SNHG14	cryptic	0.000251	chr15	DTU	Dentate Gyrus
clu_8028_-	5	chr15:34407735-34437398	GOLGA8A	cryptic	0.000257	chr15	DTU	Dentate Gyrus
clu_66105_+	5	chr9:88134455-88137970	.	annotated	0.00027	chr9	DTU	Dentate Gyrus
clu_8421_-	2	chr15:44660616-44663391	SPG11	cryptic	0.000299	chr15	DTU	Dentate Gyrus
clu_56871_+	5	chr22:49921761-49922612	CRELD2	cryptic	0.000299	chr22	DTU	Dentate Gyrus
clu_71413_+	5	chr3:100348881-100352404	NIT2	cryptic	0.000307	chr3	DTU	Dentate Gyrus
clu_27289_-	3	chr16:30760453-30761198	CCDC189	cryptic	0.000313	chr16	DTU	Dentate Gyrus
clu_37552_+	2	chr12:50429090-50430498	LARP4	annotated	0.000318	chr12	DTU	Dentate Gyrus
clu_11918_-	15	chr8:42472654-42541860	SLC20A2	cryptic	0.000318	chr8	DTU	Dentate Gyrus
clu_63546_-	21	chr14:23902712-24114722	DHRS4-AS1	cryptic	0.000333	chr14	DTU	Dentate Gyrus
clu_97284_-	3	chr12:132140907-132141275	DDX51	cryptic	0.000336	chr12	DTU	Dentate Gyrus
clu_41992_-	17	chr2:94738631-94790171	.	annotated	0.000337	chr2	DTU	Dentate Gyrus
clu_6399_-	39	chr11:134408171-134408951	.	annotated	0.000412	chr11	DTU	Dentate Gyrus
clu_50112_+	3	chr1:237550691-237566570	RYR2	cryptic	0.000414	chr1	DTU	Dentate Gyrus
clu_132395_-	2	chr4:7064223-7067971	GRPEL1	cryptic	0.000417	chr4	DTU	Dentate Gyrus
clu_123341_+	3	chr11:107650403-107654172	ELMOD1	annotated	0.00044	chr11	DTU	Dentate Gyrus
clu_72083_+	7	chr3:141231911-141260123	PXYLP1	cryptic	0.000449	chr3	DTU	Dentate Gyrus
clu_130882_-	3	chr7:102488598-102493116	RASA4B	annotated	0.000449	chr7	DTU	Dentate Gyrus
clu_143794_+	7	chr7:99008561-99030891	AC004893.11	cryptic	0.000452	chr7	DTU	Dentate Gyrus
clu_68924_-	6	chr13:37570669-37577753	POSTN	cryptic	0.000455	chr13	DTU	Dentate Gyrus
clu_78314_?	11	chr5:177729047-177744394	FAM153A	cryptic	0.000468	chr5	DTU	Dentate Gyrus
clu_69287_-	6	chr13:75530266-75549323	COMMD6	annotated	0.000482	chr13	DTU	Dentate Gyrus
clu_39014_+	2	chr12:121808320-121809801	SETD1B	cryptic	0.000491	chr12	DTU	Dentate Gyrus
clu_113447_+	3	chr2:74455174-74455406	INO80B	cryptic	0.000516	chr2	DTU	Dentate Gyrus
clu_11676_-	3	chr8:27289280-27294080	TRIM35	annotated	0.000524	chr8	DTU	Dentate Gyrus
clu_34456_-	10	chr9:40887666-40904309	.	annotated	0.000548	chr9	DTU	Dentate Gyrus
clu_35516_-	2	chr9:111362053-111370435	KIAA0368	annotated	0.000548	chr9	DTU	Dentate Gyrus
clu_8477_-	2	chr15:48526255-48534080	FBN1	cryptic	0.000582	chr15	DTU	Dentate Gyrus
clu_130398_-	5	chr7:80828745-80916679	SEMA3C	cryptic	0.000587	chr7	DTU	Dentate Gyrus
clu_41636_-	9	chr2:86953005-87016302	PLGLB1	cryptic	0.000611	chr2	DTU	Dentate Gyrus
clu_97045_-	6	chr12:123223127-123230261	MPHOSPH9	annotated	0.000625	chr12	DTU	Dentate Gyrus
clu_89688_+	36	chr4:577434-625567	RP11-1263C18.2	cryptic	0.000636	chr4	DTU	Dentate Gyrus
clu_20632_-	2	chr5:36269407-36269951	RANBP3L	cryptic	0.000636	chr5	DTU	Dentate Gyrus
clu_136397_+	10	chr16:22533836-22536015	.	annotated	0.00069	chr16	DTU	Dentate Gyrus
clu_144608_+	2	chr7:135594729-135597368	NUP205	cryptic	0.000759	chr7	DTU	Dentate Gyrus
clu_132448_-	19	chr4:9224850-9339358	.	annotated	0.000855	chr4	DTU	Dentate Gyrus
clu_38596_+	8	chr12:108129926-108195282	WSCD2	annotated	0.000883	chr12	DTU	Dentate Gyrus
clu_118652_-	18	chr6:166939008-166956097	RNASET2	cryptic	0.000893	chr6	DTU	Dentate Gyrus
clu_81598_?	11	chr12:124911899-124913724	UBC	cryptic	0.000902	chr12	DTU	Dentate Gyrus
clu_138092_+	7	chr16:90156091-90159433	FAM157C	cryptic	0.000902	chr16	DTU	Dentate Gyrus
clu_16434_-	2	chr3:129437950-129439730	MBD4	cryptic	0.000923	chr3	DTU	Dentate Gyrus
clu_132455_-	9	chr4:9217428-9269643	.	annotated	0.000947	chr4	DTU	Dentate Gyrus
clu_47308_+	5	chr1:120460624-120833603	NBPF26	cryptic	0.00106	chr1	DTU	Dentate Gyrus
clu_123960_+	3	chr11:130135715-130140398	APLP2	annotated	0.00106	chr11	DTU	Dentate Gyrus
clu_68694_-	3	chr13:23894201-23896821	C1QTNF9B	annotated	0.00106	chr13	DTU	Dentate Gyrus
clu_47360_+	5	chr1:121187513-121365293	SRGAP2C	cryptic	0.00114	chr1	DTU	Dentate Gyrus
clu_79186_-	17	chr18:66572316-66838316	CDH19	cryptic	0.00116	chr18	DTU	Dentate Gyrus
clu_133079_-	10	chr4:56656012-56681653	HOPX	cryptic	0.00119	chr4	DTU	Dentate Gyrus
clu_48497_+	14	chr1:155060343-155062245	ADAM15	cryptic	0.00123	chr1	DTU	Dentate Gyrus
clu_17546_-	2	chr3:197613318-197615564	AC024560.3	annotated	0.00123	chr3	DTU	Dentate Gyrus
clu_19141_-	2	chr10:78026229-78029364	POLR3A	cryptic	0.00127	chr10	DTU	Dentate Gyrus
clu_109249_+	3	chr15:22564532-22569149	HERC2P2	cryptic	0.00127	chr15	DTU	Dentate Gyrus
clu_126760_+	15	chr17:30576661-31021910	RP11-848P1.9	cryptic	0.00127	chr17	DTU	Dentate Gyrus
clu_74956_-	2	chr17:28914037-28917285	PHF12	cryptic	0.00128	chr17	DTU	Dentate Gyrus
clu_33380_+	2	chr21:33856857-33858686	ITSN1	cryptic	0.00128	chr21	DTU	Dentate Gyrus
clu_13942_+	12	chr18:54718139-54877567	RAB27B	cryptic	0.0013	chr18	DTU	Dentate Gyrus
clu_132445_-	14	chr4:9210171-9324681	.	annotated	0.0013	chr4	DTU	Dentate Gyrus
clu_92354_+	18	chr8:1246809-1248483	CTD-2281E23.3	cryptic	0.00131	chr8	DTU	Dentate Gyrus
clu_124134_?	49	chrY:20061100-20082632	.	annotated	0.00131	chrY	DTU	Dentate Gyrus
clu_135031_-	4	chr21:44332014-44333033	C21orf2	cryptic	0.00138	chr21	DTU	Dentate Gyrus
clu_44896_+	6	chr1:16946991-16954223	CROCC	cryptic	0.00141	chr1	DTU	Dentate Gyrus
clu_64389_-	2	chr14:74672949-74673077	AREL1	cryptic	0.00145	chr14	DTU	Dentate Gyrus
clu_74735_-	10	chr17:18519674-18533347	CTD-2303H24.2	cryptic	0.00145	chr17	DTU	Dentate Gyrus
clu_98825_+	11	chr19:21498349-21529658	ZNF429	cryptic	0.00147	chr19	DTU	Dentate Gyrus
clu_48114_+	7	chr1:149488956-149522865	NBPF19	annotated	0.00163	chr1	DTU	Dentate Gyrus
clu_119626_+	4	chr14:69548091-69570194	.	annotated	0.00163	chr14	DTU	Dentate Gyrus
clu_44542_+	2	chr1:9553805-9567284	SLC25A33	cryptic	0.00169	chr1	DTU	Dentate Gyrus
clu_76991_-	4	chr17:82037013-82037631	DCXR	annotated	0.00179	chr17	DTU	Dentate Gyrus
clu_48103_+	17	chr1:149661089-149669211	LINC00869	cryptic	0.0018	chr1	DTU	Dentate Gyrus
clu_109898_+	2	chr15:41824061-41824484	MAPKBP1	cryptic	0.0018	chr15	DTU	Dentate Gyrus
clu_72561_+	9	chr3:183635747-183650296	KLHL24	cryptic	0.0018	chr3	DTU	Dentate Gyrus
clu_64899_-	6	chr14:103913984-103921470	C14orf2	annotated	0.0019	chr14	DTU	Dentate Gyrus
clu_44407_+	4	chr1:5992788-6040517	KCNAB2	annotated	0.00192	chr1	DTU	Dentate Gyrus
clu_39148_+	2	chr12:123613252-123615185	DDX55	cryptic	0.00192	chr12	DTU	Dentate Gyrus
clu_97311_-	6	chr12:132657970-132659295	POLE	cryptic	0.00192	chr12	DTU	Dentate Gyrus
clu_144295_+	3	chr7:120275747-120732903	KCND2	cryptic	0.00208	chr7	DTU	Dentate Gyrus
clu_74736_-	5	chr17:18542187-18543673	CTD-2303H24.2	annotated	0.0021	chr17	DTU	Dentate Gyrus
clu_12522_-	3	chr8:102829933-102833056	AZIN1	cryptic	0.0021	chr8	DTU	Dentate Gyrus
clu_35443_-	3	chr9:108906485-108908305	IKBKAP	cryptic	0.00212	chr9	DTU	Dentate Gyrus
clu_40020_-	18	chr2:1834767-1835131	.	annotated	0.00216	chr2	DTU	Dentate Gyrus
clu_76440_-	4	chr17:69175513-69182153	ABCA10	annotated	0.00226	chr17	DTU	Dentate Gyrus
clu_105539_-	5	chr1:169237687-169298556	NME7	annotated	0.00228	chr1	DTU	Dentate Gyrus
clu_144175_+	2	chr7:107070316-107121952	PRKAR2B	annotated	0.00236	chr7	DTU	Dentate Gyrus
clu_130950_-	16	chr7:102594242-102822040	RASA4	cryptic	0.00244	chr7	DTU	Dentate Gyrus
clu_118158_-	3	chr6:133537358-133568190	TARID	annotated	0.00245	chr6	DTU	Dentate Gyrus
clu_94760_-	9	chr12:11047188-11171422	PRR4	cryptic	0.00247	chr12	DTU	Dentate Gyrus
clu_91049_+	6	chr4:118278792-118279624	SNHG8	cryptic	0.00247	chr4	DTU	Dentate Gyrus
clu_91659_+	3	chr4:176125355-176128738	WDR17	cryptic	0.00283	chr4	DTU	Dentate Gyrus
clu_52204_-	13	chr19:201662-208327	LINC01002	cryptic	0.00285	chr19	DTU	Dentate Gyrus
clu_22483_-	4	chr5:176629663-176630280	SNCB	cryptic	0.00285	chr5	DTU	Dentate Gyrus
clu_105237_-	3	chr1:155395553-155438327	ASH1L	cryptic	0.00293	chr1	DTU	Dentate Gyrus
clu_143838_+	6	chr7:99512591-99525813	ZKSCAN5	cryptic	0.00293	chr7	DTU	Dentate Gyrus
clu_1370_-	2	chrX:123601338-123610918	THOC2	annotated	0.00295	chrX	DTU	Dentate Gyrus
clu_26668_-	3	chr16:17259498-17358012	XYLT1	cryptic	0.00298	chr16	DTU	Dentate Gyrus
clu_98657_+	2	chr19:18927833-18927965	DDX49	cryptic	0.00303	chr19	DTU	Dentate Gyrus
clu_71541_+	6	chr3:113580709-113583409	SIDT1	cryptic	0.00303	chr3	DTU	Dentate Gyrus
clu_72765_+	10	chr3:188154021-188484592	LPP	cryptic	0.00303	chr3	DTU	Dentate Gyrus
clu_4369_-	6	chr11:33722463-33736382	CD59	annotated	0.00315	chr11	DTU	Dentate Gyrus
clu_7853_-	6	chr15:25726082-25781019	ATP10A	cryptic	0.00315	chr15	DTU	Dentate Gyrus
clu_132449_-	8	chr4:9210684-9262900	.	annotated	0.00315	chr4	DTU	Dentate Gyrus
clu_47042_+	3	chr1:109657279-109657772	GSTM4	annotated	0.00318	chr1	DTU	Dentate Gyrus
clu_109985_+	11	chr15:43330718-43340265	ADAL	cryptic	0.00322	chr15	DTU	Dentate Gyrus
clu_63484_-	7	chr14:23016635-23035112	PSMB5	annotated	0.00323	chr14	DTU	Dentate Gyrus
clu_72622_+	6	chr3:184229713-184230380	.	annotated	0.00326	chr3	DTU	Dentate Gyrus
clu_17547_-	3	chr3:197621868-197623220	AC024560.3	annotated	0.00328	chr3	DTU	Dentate Gyrus
clu_122084_+	3	chr11:61227319-61248419	PGA4	annotated	0.0033	chr11	DTU	Dentate Gyrus
clu_47448_+	19	chr1:121635685-121951991	.	annotated	0.00343	chr1	DTU	Dentate Gyrus
clu_99652_+	22	chr19:37270367-37303241	.	annotated	0.00349	chr19	DTU	Dentate Gyrus
clu_133369_-	2	chr4:87195690-87220418	KLHL8	cryptic	0.00354	chr4	DTU	Dentate Gyrus
clu_18220_-	5	chr10:26934516-26943323	LINC00202-1	cryptic	0.00364	chr10	DTU	Dentate Gyrus
clu_94914_-	3	chr12:25955241-25956639	RASSF8-AS1	annotated	0.00364	chr12	DTU	Dentate Gyrus
clu_109255_+	2	chr15:22577309-22577430	HERC2P2	cryptic	0.00364	chr15	DTU	Dentate Gyrus
clu_132470_-	6	chr4:9238764-9339038	.	annotated	0.00372	chr4	DTU	Dentate Gyrus
clu_13525_+	4	chr18:14227760-14234687	ANKRD20A5P	cryptic	0.00403	chr18	DTU	Dentate Gyrus
clu_94746_-	3	chr12:10607936-10609831	MAGOHB	annotated	0.00418	chr12	DTU	Dentate Gyrus
clu_120760_+	2	chr14:105382046-105382477	PACS2	annotated	0.00418	chr14	DTU	Dentate Gyrus
clu_41703_-	3	chr2:94171187-94183833	.	annotated	0.00418	chr2	DTU	Dentate Gyrus
clu_62531_-	2	chr20:32704473-32704814	COMMD7	cryptic	0.00418	chr20	DTU	Dentate Gyrus
clu_143103_+	9	chr7:72879680-72890627	POM121	cryptic	0.00418	chr7	DTU	Dentate Gyrus
clu_103126_-	5	chr1:45700190-45716895	IPP	cryptic	0.00419	chr1	DTU	Dentate Gyrus
clu_9585_-	12	chr15:97427952-97652052	LINC00923	cryptic	0.00419	chr15	DTU	Dentate Gyrus
clu_25443_+	2	chr20:45894741-45894833	CTSA	annotated	0.00419	chr20	DTU	Dentate Gyrus
clu_95611_-	3	chr12:54580392-54580944	PPP1R1A	cryptic	0.00421	chr12	DTU	Dentate Gyrus
clu_142065_+	2	chr7:5603617-5603872	FSCN1	cryptic	0.00422	chr7	DTU	Dentate Gyrus
clu_104404_-	17	chr1:122181687-122222418	.	annotated	0.00424	chr1	DTU	Dentate Gyrus
clu_20983_-	10	chr5:64741200-64768505	SREK1IP1	cryptic	0.00425	chr5	DTU	Dentate Gyrus
clu_114531_+	6	chr2:138002194-138013779	HNMT	cryptic	0.00435	chr2	DTU	Dentate Gyrus
clu_98346_+	2	chr19:14467641-14471597	PKN1	annotated	0.00443	chr19	DTU	Dentate Gyrus
clu_24421_+	4	chr20:2748630-2749721	EBF4	cryptic	0.00444	chr20	DTU	Dentate Gyrus
clu_33546_+	3	chr21:42554142-42558958	SLC37A1	cryptic	0.00444	chr21	DTU	Dentate Gyrus
clu_118065_-	4	chr6:127710016-127812883	THEMIS	annotated	0.00444	chr6	DTU	Dentate Gyrus
clu_109234_+	18	chr15:22495672-22537453	HERC2P2	cryptic	0.00446	chr15	DTU	Dentate Gyrus
clu_127718_+	2	chr17:50064177-50064528	ITGA3	cryptic	0.00446	chr17	DTU	Dentate Gyrus
clu_109599_+	2	chr15:28671610-28671731	HERC2P9	cryptic	0.0045	chr15	DTU	Dentate Gyrus
clu_40215_-	20	chr2:10902591-10902984	.	annotated	0.00464	chr2	DTU	Dentate Gyrus
clu_74737_-	4	chr17:18554266-18579657	CCDC144B	cryptic	0.00465	chr17	DTU	Dentate Gyrus
clu_92690_+	6	chr8:17087035-17104391	MICU3	cryptic	0.00483	chr8	DTU	Dentate Gyrus
clu_3852_-	2	chr11:3006959-3015781	CARS	annotated	0.00494	chr11	DTU	Dentate Gyrus
clu_35039_-	3	chr9:83978452-83980503	HNRNPK	cryptic	0.00494	chr9	DTU	Dentate Gyrus
clu_101765_-	2	chr1:6681037-6701729	DNAJC11	cryptic	0.00495	chr1	DTU	Dentate Gyrus
clu_125839_+	9	chr17:5486420-5488823	MIS12	cryptic	0.00495	chr17	DTU	Dentate Gyrus
clu_76308_-	9	chr17:64822393-64829161	PLEKHM1P1	cryptic	0.00495	chr17	DTU	Dentate Gyrus
clu_105591_-	10	chr1:173610215-173659091	ANKRD45	cryptic	0.00501	chr1	DTU	Dentate Gyrus
clu_31539_?	14	chr2:95895590-95908669	ANKRD36C	cryptic	0.00504	chr2	DTU	Dentate Gyrus
clu_92401_+	27	chr8:1375106-1376133	.	annotated	0.00504	chr8	DTU	Dentate Gyrus
clu_126186_+	2	chr17:15742965-15743367	TBC1D26	cryptic	0.00506	chr17	DTU	Dentate Gyrus
clu_131902_-	3	chr7:158081377-158133677	PTPRN2	annotated	0.00506	chr7	DTU	Dentate Gyrus
clu_45797_+	9	chr1:40531787-40592703	ZNF684	cryptic	0.00512	chr1	DTU	Dentate Gyrus
clu_14445_-	12	chr3:15017686-15049766	MRPS25	cryptic	0.00525	chr3	DTU	Dentate Gyrus
clu_132275_-	13	chr4:2174751-2198524	POLN	cryptic	0.00525	chr4	DTU	Dentate Gyrus
clu_107227_+	2	chr10:14838459-14839905	HSPA14	cryptic	0.00527	chr10	DTU	Dentate Gyrus
clu_109279_+	2	chr15:23309735-23310188	RP11-228M15.1	cryptic	0.00527	chr15	DTU	Dentate Gyrus
clu_114167_+	3	chr2:112647738-112652702	SLC20A1	cryptic	0.00527	chr2	DTU	Dentate Gyrus
clu_71504_+	5	chr3:111999602-112013410	TAGLN3	annotated	0.00527	chr3	DTU	Dentate Gyrus
clu_35069_-	2	chr9:86077522-86079192	GOLM1	cryptic	0.00527	chr9	DTU	Dentate Gyrus
clu_68555_-	5	chr13:19329608-19333399	ANKRD26P3	cryptic	0.00541	chr13	DTU	Dentate Gyrus
clu_16835_-	3	chr3:154303410-154304806	DHX36	cryptic	0.00544	chr3	DTU	Dentate Gyrus
clu_9057_-	2	chr15:72007952-72010379	MYO9A	cryptic	0.00554	chr15	DTU	Dentate Gyrus
clu_100308_+	3	chr19:44901310-44903030	TOMM40	cryptic	0.00554	chr19	DTU	Dentate Gyrus
clu_109630_+	2	chr15:30477942-30479024	CTD-3092A11.1	cryptic	0.00566	chr15	DTU	Dentate Gyrus
clu_69596_-	37	chr13:112539755-112540690	.	annotated	0.00567	chr13	DTU	Dentate Gyrus
clu_20966_-	5	chr5:63234040-63344304	.	annotated	0.00567	chr5	DTU	Dentate Gyrus
clu_3733_-	2	chr11:319985-320565	IFITM3	cryptic	0.00572	chr11	DTU	Dentate Gyrus
clu_12602_-	5	chr8:112947877-113019067	CSMD3	cryptic	0.00586	chr8	DTU	Dentate Gyrus
clu_144617_+	2	chr7:135645018-135645837	NUP205	cryptic	0.0059	chr7	DTU	Dentate Gyrus
clu_2865_-	12	chr22:31107880-31119883	SELENOM	cryptic	0.00592	chr22	DTU	Dentate Gyrus
clu_104886_-	3	chr1:149913969-149917739	SV2A	cryptic	0.00593	chr1	DTU	Dentate Gyrus
clu_44756_+	6	chr1:11980484-11989165	MFN2	cryptic	0.00593	chr1	DTU	Dentate Gyrus
clu_121405_+	3	chr11:8914930-8919337	AKIP1	annotated	0.00593	chr11	DTU	Dentate Gyrus
