"","module"
"ENSG00000188747.8","black"
"ENSG00000165802.20","midnightblue"
"ENSG00000130653.15","brown"
"ENSG00000182154.7","darkgreen"
"ENSG00000148399.12","darkgrey"
"ENSG00000165724.5","brown"
"ENSG00000197070.13","pink"
"ENSG00000203993.4","purple"
"ENSG00000181090.18","pink"
"ENSG00000148408.12","black"
"ENSG00000229926.1","blue"
"ENSG00000159247.13","blue"
"ENSG00000233013.8","yellow"
"ENSG00000015171.18","green"
"ENSG00000151240.16","brown"
"ENSG00000239822.3","lightyellow"
"ENSG00000263511.1","cyan"
"ENSG00000107929.14","yellow"
"ENSG00000205740.2","blue"
"ENSG00000107937.18","yellow"
"ENSG00000232656.7","red"
"ENSG00000067064.10","black"
"ENSG00000047056.14","magenta"
"ENSG00000185736.15","white"
"ENSG00000273001.1","blue"
"ENSG00000067057.16","brown"
"ENSG00000107959.15","yellow"
"ENSG00000229672.2","turquoise"
"ENSG00000228353.1","turquoise"
"ENSG00000067082.14","green"
"ENSG00000165568.17","blue"
"ENSG00000187134.13","grey"
"ENSG00000196139.13","grey"
"ENSG00000173848.18","turquoise"
"ENSG00000196372.12","magenta"
"ENSG00000108021.19","salmon"
"ENSG00000057608.16","green"
"ENSG00000134461.15","brown"
"ENSG00000134452.19","blue"
"ENSG00000134470.20","turquoise"
"ENSG00000134453.15","yellow"
"ENSG00000170525.18","black"
"ENSG00000201581.1","pink"
"ENSG00000263628.1","grey"
"ENSG00000215244.2","tan"
"ENSG00000212743.2","tan"
"ENSG00000065675.14","brown"
"ENSG00000237943.6","brown"
"ENSG00000198879.11","brown"
"ENSG00000235141.1","blue"
"ENSG00000123243.14","pink"
"ENSG00000151657.11","red"
"ENSG00000165629.19","darkred"
"ENSG00000165632.7","salmon"
"ENSG00000270111.2","blue"
"ENSG00000048740.18","turquoise"
"ENSG00000231496.1","blue"
"ENSG00000148429.14","turquoise"
"ENSG00000148426.12","turquoise"
"ENSG00000225778.5","turquoise"
"ENSG00000151461.19","salmon"
"ENSG00000181192.11","turquoise"
"ENSG00000065665.20","brown"
"ENSG00000165609.12","salmon"
"ENSG00000151465.13","saddlebrown"
"ENSG00000183049.12","turquoise"
"ENSG00000252438.1","turquoise"
"ENSG00000252118.1","blue"
"ENSG00000263584.1","black"
"ENSG00000151468.10","turquoise"
"ENSG00000212499.1","turquoise"
"ENSG00000225251.1","blue"
"ENSG00000123240.16","grey"
"ENSG00000107537.13","turquoise"
"ENSG00000086475.14","green"
"ENSG00000165626.16","brown"
"ENSG00000165630.13","brown"
"ENSG00000239665.8","yellow"
"ENSG00000151474.20","pink"
"ENSG00000065809.13","grey"
"ENSG00000187522.14","green"
"ENSG00000272853.1","grey"
"ENSG00000152455.15","red"
"ENSG00000152457.17","salmon"
"ENSG00000176244.6","tan"
"ENSG00000176236.6","blue"
"ENSG00000152464.14","turquoise"
"ENSG00000152465.17","grey"
"ENSG00000206448.3","pink"
"ENSG00000148468.16","darkmagenta"
"ENSG00000077943.7","turquoise"
"ENSG00000148481.13","yellow"
"ENSG00000165983.14","tan"
"ENSG00000165985.9","lightgreen"
"ENSG00000148484.17","turquoise"
"ENSG00000225213.2","grey"
"ENSG00000107611.14","salmon"
"ENSG00000273153.1","turquoise"
"ENSG00000107614.21","turquoise"
"ENSG00000229124.6","brown"
"ENSG00000026025.14","tan"
"ENSG00000148488.15","brown"
"ENSG00000165996.13","turquoise"
"ENSG00000260589.1","blue"
"ENSG00000136738.14","turquoise"
"ENSG00000260314.2","turquoise"
"ENSG00000148482.11","tan"
"ENSG00000165995.18","turquoise"
"ENSG00000240291.1","greenyellow"
"ENSG00000225527.1","brown"
"ENSG00000241058.3","greenyellow"
"ENSG00000165997.4","green"
"ENSG00000204740.10","grey"
"ENSG00000120594.16","turquoise"
"ENSG00000078114.18","lightgreen"
"ENSG00000204683.10","yellow"
"ENSG00000231920.1","yellow"
"ENSG00000204682.5","blue"
"ENSG00000180592.16","red"
"ENSG00000078403.16","turquoise"
"ENSG00000136770.10","turquoise"
"ENSG00000279623.1","green"
"ENSG00000279631.1","grey"
"ENSG00000261671.1","brown"
"ENSG00000148444.15","grey"
"ENSG00000168283.13","turquoise"
"ENSG00000150867.13","turquoise"
"ENSG00000279819.1","grey"
"ENSG00000148450.12","turquoise"
"ENSG00000229932.3","turquoise"
"ENSG00000179133.12","pink"
"ENSG00000165312.6","yellow"
"ENSG00000120549.17","brown"
"ENSG00000107863.17","brown"
"ENSG00000099256.18","brown"
"ENSG00000151023.16","salmon"
"ENSG00000185875.12","salmon"
"ENSG00000233642.1","turquoise"
"ENSG00000151025.9","turquoise"
"ENSG00000280809.2","turquoise"
"ENSG00000136750.11","white"
"ENSG00000077420.15","grey60"
"ENSG00000148459.15","green"
"ENSG00000234788.1","green"
"ENSG00000235843.1","pink"
"ENSG00000136754.16","green"
"ENSG00000206605.1","green"
"ENSG00000107890.16","darkturquoise"
"ENSG00000199855.1","yellow"
"ENSG00000136758.18","yellow"
"ENSG00000120539.14","lightyellow"
"ENSG00000107897.18","red"
"ENSG00000230445.4","grey"
"ENSG00000238021.6","grey"
"ENSG00000278830.1","grey"
"ENSG00000260151.1","blue"
"ENSG00000099246.16","yellow"
"ENSG00000150051.13","turquoise"
"ENSG00000169126.15","greenyellow"
"ENSG00000150054.18","turquoise"
"ENSG00000254635.5","green"
"ENSG00000095787.21","red"
"ENSG00000095739.10","green"
"ENSG00000224597.9","brown"
"ENSG00000197321.14","red"
"ENSG00000165757.8","grey"
"ENSG00000259994.1","blue"
"ENSG00000107951.13","green"
"ENSG00000107968.9","brown"
"ENSG00000183621.15","turquoise"
"ENSG00000272914.1","blue"
"ENSG00000237135.1","grey"
"ENSG00000237036.4","blue"
"ENSG00000148516.21","green"
"ENSG00000230397.1","grey"
"ENSG00000165322.17","green"
"ENSG00000230240.1","blue"
"ENSG00000170759.10","turquoise"
"ENSG00000217094.2","green"
"ENSG00000120616.15","yellow"
"ENSG00000216937.12","salmon"
"ENSG00000231245.2","green"
"ENSG00000150076.23","yellow"
"ENSG00000273038.2","turquoise"
"ENSG00000150093.18","turquoise"
"ENSG00000229656.6","turquoise"
"ENSG00000099250.17","turquoise"
"ENSG00000244356.3","turquoise"
"ENSG00000273012.1","grey"
"ENSG00000148498.15","green"
"ENSG00000199200.2","greenyellow"
"ENSG00000234167.1","grey"
"ENSG00000229235.1","blue"
"ENSG00000215184.2","grey"
"ENSG00000108094.14","turquoise"
"ENSG00000230534.6","blue"
"ENSG00000095794.19","lightyellow"
"ENSG00000233343.1","black"
"ENSG00000269952.1","yellow"
"ENSG00000108100.17","green"
"ENSG00000271335.5","greenyellow"
"ENSG00000177283.6","purple"
"ENSG00000229644.6","green"
"ENSG00000226578.1","turquoise"
"ENSG00000225192.1","green"
"ENSG00000198105.12","darkturquoise"
"ENSG00000228828.1","skyblue"
"ENSG00000175395.15","green"
"ENSG00000189180.15","turquoise"
"ENSG00000075407.18","yellow"
"ENSG00000272983.1","yellow"
"ENSG00000224761.4","yellow"
"ENSG00000226113.1","green"
"ENSG00000099251.14","yellow"
"ENSG00000120555.13","grey"
"ENSG00000276805.2","brown"
"ENSG00000228755.1","green"
"ENSG00000215146.4","turquoise"
"ENSG00000182632.15","turquoise"
"ENSG00000185904.11","turquoise"
"ENSG00000234420.7","red"
"ENSG00000196693.14","brown"
"ENSG00000165733.7","grey"
"ENSG00000165731.17","green"
"ENSG00000273008.1","green"
"ENSG00000169826.7","yellow"
"ENSG00000198915.11","greenyellow"
"ENSG00000169813.16","turquoise"
"ENSG00000230555.2","grey"
"ENSG00000243660.9","turquoise"
"ENSG00000236114.1","turquoise"
"ENSG00000196793.13","blue"
"ENSG00000198298.12","purple"
"ENSG00000169740.13","green"
"ENSG00000229116.2","turquoise"
"ENSG00000277288.3","turquoise"
"ENSG00000107562.16","brown"
"ENSG00000224812.2","brown"
"ENSG00000234504.2","green"
"ENSG00000273363.1","grey"
"ENSG00000107551.20","brown"
"ENSG00000165507.8","brown"
"ENSG00000165511.6","blue"
"ENSG00000165512.4","red"
"ENSG00000226937.9","grey"
"ENSG00000232554.8","grey"
"ENSG00000012779.10","grey60"
"ENSG00000165406.15","red"
"ENSG00000172671.19","turquoise"
"ENSG00000230869.1","brown"
"ENSG00000237840.6","grey"
"ENSG00000172661.17","grey"
"ENSG00000188234.13","grey"
"ENSG00000239883.8","greenyellow"
"ENSG00000265354.3","yellow"
"ENSG00000266412.5","green"
"ENSG00000264204.2","grey"
"ENSG00000279058.1","green"
"ENSG00000264230.7","brown"
"ENSG00000204176.13","green"
"ENSG00000231187.2","turquoise"
"ENSG00000165874.12","turquoise"
"ENSG00000229927.2","yellow"
"ENSG00000265366.6","yellow"
"ENSG00000204177.10","grey"
"ENSG00000243289.1","blue"
"ENSG00000150175.13","grey"
"ENSG00000204179.10","turquoise"
"ENSG00000266524.2","purple"
"ENSG00000265763.3","greenyellow"
"ENSG00000204172.12","grey"
"ENSG00000254929.6","blue"
"ENSG00000251079.6","blue"
"ENSG00000226964.1","yellow"
"ENSG00000265018.6","grey"
"ENSG00000270025.2","grey"
"ENSG00000278561.1","grey"
"ENSG00000170324.20","tan"
"ENSG00000107643.15","yellow"
"ENSG00000279822.1","pink"
"ENSG00000128805.14","pink"
"ENSG00000248682.1","grey"
"ENSG00000251413.1","purple"
"ENSG00000128815.18","brown"
"ENSG00000283652.1","grey60"
"ENSG00000233665.8","brown"
"ENSG00000165633.12","magenta"
"ENSG00000204161.13","blue"
"ENSG00000225830.11","turquoise"
"ENSG00000197444.9","turquoise"
"ENSG00000227345.8","red"
"ENSG00000204152.10","black"
"ENSG00000178440.5","black"
"ENSG00000204149.10","pink"
"ENSG00000235618.7","yellow"
"ENSG00000099290.15","turquoise"
"ENSG00000188611.14","red"
"ENSG00000225137.1","blue"
"ENSG00000198964.13","lightgreen"
"ENSG00000226200.6","yellow"
"ENSG00000204147.9","green"
"ENSG00000185532.15","orange"
"ENSG00000235279.1","red"
"ENSG00000213659.4","turquoise"
"ENSG00000177613.8","turquoise"
"ENSG00000150275.17","turquoise"
"ENSG00000252252.1","turquoise"
"ENSG00000221594.1","turquoise"
"ENSG00000236958.1","grey"
"ENSG00000236744.2","turquoise"
"ENSG00000122952.16","grey"
"ENSG00000151151.5","lightyellow"
"ENSG00000180221.6","yellow"
"ENSG00000122873.11","brown"
"ENSG00000072401.14","red"
"ENSG00000108064.10","salmon"
"ENSG00000122870.11","turquoise"
"ENSG00000183055.5","turquoise"
"ENSG00000237949.1","brown"
"ENSG00000165443.11","lightgreen"
"ENSG00000148541.12","brown"
"ENSG00000165449.11","tan"
"ENSG00000227877.6","yellow"
"ENSG00000108091.10","royalblue"
"ENSG00000151150.21","green"
"ENSG00000072422.16","turquoise"
"ENSG00000183346.6","green"
"ENSG00000150347.14","yellow"
"ENSG00000182010.10","red"
"ENSG00000138311.15","royalblue"
"ENSG00000181915.4","red"
"ENSG00000122877.14","lightyellow"
"ENSG00000148572.15","brown"
"ENSG00000171988.17","yellow"
"ENSG00000221063.3","red"
"ENSG00000165476.13","yellow"
"ENSG00000183230.16","grey"
"ENSG00000198739.10","grey"
"ENSG00000225299.1","greenyellow"
"ENSG00000108176.14","brown"
"ENSG00000239942.2","brown"
"ENSG00000272892.1","blue"
"ENSG00000096717.11","red"
"ENSG00000148634.15","red"
"ENSG00000226318.1","grey"
"ENSG00000266467.2","purple"
"ENSG00000236375.3","grey"
"ENSG00000179774.8","brown"
"ENSG00000108187.15","yellow"
"ENSG00000096746.17","cyan"
"ENSG00000204130.12","yellow"
"ENSG00000138346.14","blue"
"ENSG00000122912.14","green"
"ENSG00000138336.8","red"
"ENSG00000213025.2","grey"
"ENSG00000260400.1","turquoise"
"ENSG00000060339.13","darkred"
"ENSG00000221184.1","black"
"ENSG00000165730.14","turquoise"
"ENSG00000107625.12","green"
"ENSG00000165732.12","turquoise"
"ENSG00000198954.7","yellow"
"ENSG00000214875.2","grey"
"ENSG00000122862.4","yellow"
"ENSG00000122958.14","steelblue"
"ENSG00000156502.13","magenta"
"ENSG00000156515.21","darkorange"
"ENSG00000075073.14","grey"
"ENSG00000099282.9","turquoise"
"ENSG00000122859.4","turquoise"
"ENSG00000236154.1","turquoise"
"ENSG00000171224.8","turquoise"
"ENSG00000224222.1","blue"
"ENSG00000099284.13","brown"
"ENSG00000042286.14","pink"
"ENSG00000156521.13","pink"
"ENSG00000079332.14","yellow"
"ENSG00000229097.1","turquoise"
"ENSG00000180817.11","brown"
"ENSG00000148734.7","tan"
"ENSG00000172731.13","purple"
"ENSG00000148730.6","saddlebrown"
"ENSG00000280401.1","yellow"
"ENSG00000107719.8","turquoise"
"ENSG00000166224.16","turquoise"
"ENSG00000166228.8","brown"
"ENSG00000107731.12","black"
"ENSG00000198246.7","brown"
"ENSG00000107736.19","yellow"
"ENSG00000107738.19","green"
"ENSG00000197746.13","lightcyan"
"ENSG00000122863.5","royalblue"
"ENSG00000107742.12","lightcyan"
"ENSG00000138303.17","green"
"ENSG00000166295.8","blue"
"ENSG00000200170.1","blue"
"ENSG00000168209.4","darkolivegreen"
"ENSG00000148719.14","black"
"ENSG00000107745.17","brown"
"ENSG00000282915.1","blue"
"ENSG00000156026.14","red"
"ENSG00000280166.1","pink"
"ENSG00000279502.1","turquoise"
"ENSG00000272627.1","grey"
"ENSG00000213700.3","brown"
"ENSG00000122884.12","brown"
"ENSG00000272630.1","pink"
"ENSG00000166321.13","brown"
"ENSG00000272599.2","pink"
"ENSG00000221164.1","grey"
"ENSG00000122882.10","yellow"
"ENSG00000138286.14","yellow"
"ENSG00000213551.4","salmon"
"ENSG00000227382.1","grey"
"ENSG00000182180.13","green"
"ENSG00000227540.1","grey"
"ENSG00000156042.17","blue"
"ENSG00000138279.15","yellow"
"ENSG00000229659.1","blue"
"ENSG00000166343.9","turquoise"
"ENSG00000107758.15","steelblue"
"ENSG00000221817.9","magenta"
"ENSG00000166348.18","green"
"ENSG00000268584.1","blue"
"ENSG00000271848.1","blue"
"ENSG00000172650.13","blue"
"ENSG00000271816.1","purple"
"ENSG00000272140.2","turquoise"
"ENSG00000242338.6","yellow"
"ENSG00000250959.2","green"
"ENSG00000235316.1","blue"
"ENSG00000279088.1","turquoise"
"ENSG00000176986.15","black"
"ENSG00000279689.1","grey"
"ENSG00000196968.10","green"
"ENSG00000172586.7","turquoise"
"ENSG00000214655.10","blue"
"ENSG00000272916.5","pink"
"ENSG00000166507.16","yellow"
"ENSG00000148660.20","grey"
"ENSG00000035403.16","brown"
"ENSG00000185009.12","turquoise"
"ENSG00000156110.13","magenta"
"ENSG00000214629.3","grey"
"ENSG00000214626.2","purple"
"ENSG00000156650.12","turquoise"
"ENSG00000156671.12","yellow"
"ENSG00000232437.1","pink"
"ENSG00000165637.13","green"
"ENSG00000165644.10","brown"
"ENSG00000236797.1","yellow"
"ENSG00000165655.16","brown"
"ENSG00000237149.5","turquoise"
"ENSG00000272692.1","turquoise"
"ENSG00000148655.14","grey"
"ENSG00000156113.21","royalblue"
"ENSG00000228092.1","blue"
"ENSG00000213513.3","greenyellow"
"ENSG00000151208.16","brown"
"ENSG00000233871.2","brown"
"ENSG00000148606.12","magenta"
"ENSG00000138326.18","brown"
"ENSG00000282863.1","blue"
"ENSG00000230417.11","brown"
"ENSG00000229543.1","black"
"ENSG00000230229.1","blue"
"ENSG00000224596.7","brown"
"ENSG00000229569.1","magenta"
"ENSG00000108175.16","pink"
"ENSG00000108179.13","brown"
"ENSG00000165424.6","tan"
"ENSG00000253626.3","grey"
"ENSG00000185303.15","turquoise"
"ENSG00000219430.2","turquoise"
"ENSG00000226676.1","turquoise"
"ENSG00000225484.6","grey"
"ENSG00000272489.1","brown"
"ENSG00000280355.1","midnightblue"
"ENSG00000224886.2","black"
"ENSG00000272447.1","grey"
"ENSG00000242600.7","turquoise"
"ENSG00000133661.15","pink"
"ENSG00000273372.1","turquoise"
"ENSG00000280259.1","blue"
"ENSG00000230091.6","turquoise"
"ENSG00000133678.13","blue"
"ENSG00000122359.17","darkmagenta"
"ENSG00000133665.12","brown"
"ENSG00000122378.13","green"
"ENSG00000108219.14","brown"
"ENSG00000178217.13","magenta"
"ENSG00000185737.12","turquoise"
"ENSG00000207275.1","turquoise"
"ENSG00000165678.20","green"
"ENSG00000148600.14","magenta"
"ENSG00000148604.13","magenta"
"ENSG00000107771.15","turquoise"
"ENSG00000225423.1","green"
"ENSG00000279910.1","turquoise"
"ENSG00000280134.1","salmon"
"ENSG00000182771.18","turquoise"
"ENSG00000062650.17","yellow"
"ENSG00000227896.2","salmon"
"ENSG00000122375.11","brown"
"ENSG00000122367.19","brown"
"ENSG00000272631.1","yellow"
"ENSG00000107779.12","red"
"ENSG00000173269.13","brown"
"ENSG00000173267.13","turquoise"
"ENSG00000148671.13","brown"
"ENSG00000148672.8","tan"
"ENSG00000122376.11","green"
"ENSG00000237280.1","grey"
"ENSG00000223482.7","turquoise"
"ENSG00000224914.2","midnightblue"
"ENSG00000214562.14","yellow"
"ENSG00000107789.15","grey"
"ENSG00000198682.12","green"
"ENSG00000138138.13","yellow"
"ENSG00000223820.5","blue"
"ENSG00000227268.3","blue"
"ENSG00000171862.9","red"
"ENSG00000224745.1","cyan"
"ENSG00000213613.2","magenta"
"ENSG00000184719.11","grey"
"ENSG00000204022.9","yellow"
"ENSG00000138134.11","red"
"ENSG00000180139.11","turquoise"
"ENSG00000107796.13","grey"
"ENSG00000026103.20","turquoise"
"ENSG00000107798.17","red"
"ENSG00000119922.9","greenyellow"
"ENSG00000119917.13","brown"
"ENSG00000185745.9","greenyellow"
"ENSG00000152778.8","red"
"ENSG00000152779.13","tan"
"ENSG00000152782.16","turquoise"
"ENSG00000235100.3","blue"
"ENSG00000240996.1","red"
"ENSG00000138182.14","green"
"ENSG00000232229.5","turquoise"
"ENSG00000280560.1","turquoise"
"ENSG00000148680.15","turquoise"
"ENSG00000148688.13","turquoise"
"ENSG00000234043.3","brown"
"ENSG00000180628.14","lightgreen"
"ENSG00000165338.16","turquoise"
"ENSG00000119938.8","tan"
"ENSG00000107854.5","turquoise"
"ENSG00000174721.9","grey"
"ENSG00000095564.13","lightyellow"
"ENSG00000107864.14","red"
"ENSG00000221042.1","grey"
"ENSG00000198060.9","steelblue"
"ENSG00000119912.15","green"
"ENSG00000138160.5","green"
"ENSG00000138190.16","turquoise"
"ENSG00000187553.8","blue"
"ENSG00000138119.16","grey60"
"ENSG00000186188.10","brown"
"ENSG00000138207.13","brown"
"ENSG00000148690.11","turquoise"
"ENSG00000108231.12","green"
"ENSG00000280660.1","turquoise"
"ENSG00000176273.14","turquoise"
"ENSG00000180764.13","grey"
"ENSG00000138193.15","tan"
"ENSG00000173145.11","turquoise"
"ENSG00000108239.8","yellow"
"ENSG00000119969.14","brown"
"ENSG00000138115.13","grey"
"ENSG00000231829.2","blue"
"ENSG00000274691.1","grey"
"ENSG00000234026.1","blue"
"ENSG00000095637.21","brown"
"ENSG00000059573.8","magenta"
"ENSG00000119977.20","violet"
"ENSG00000138185.17","turquoise"
"ENSG00000226688.6","blue"
"ENSG00000188649.12","grey"
"ENSG00000107443.15","yellow"
"ENSG00000177853.14","darkturquoise"
"ENSG00000095585.16","grey60"
"ENSG00000197430.10","darkred"
"ENSG00000095587.8","red"
"ENSG00000077147.14","yellow"
"ENSG00000155629.14","grey60"
"ENSG00000236552.2","turquoise"
"ENSG00000196233.12","lightgreen"
"ENSG00000187122.16","greenyellow"
"ENSG00000269891.2","greenyellow"
"ENSG00000213390.10","brown"
"ENSG00000165879.8","saddlebrown"
"ENSG00000181274.6","blue"
"ENSG00000052749.13","black"
"ENSG00000200737.1","blue"
"ENSG00000171314.8","magenta"
"ENSG00000171311.12","blue"
"ENSG00000171307.18","blue"
"ENSG00000155229.20","pink"
"ENSG00000165886.4","darkgrey"
"ENSG00000165887.11","blue"
"ENSG00000171160.17","blue"
"ENSG00000155252.13","lightcyan"
"ENSG00000119986.6","green"
"ENSG00000155254.12","blue"
"ENSG00000155256.17","lightcyan"
"ENSG00000120057.4","green"
"ENSG00000155265.10","blue"
"ENSG00000095713.13","white"
"ENSG00000166024.13","turquoise"
"ENSG00000230928.1","grey"
"ENSG00000119943.11","blue"
"ENSG00000107521.18","blue"
"ENSG00000172987.12","turquoise"
"ENSG00000119946.10","salmon"
"ENSG00000120053.10","cyan"
"ENSG00000224934.2","brown"
"ENSG00000155287.10","brown"
"ENSG00000229278.1","blue"
"ENSG00000198018.6","green"
"ENSG00000119929.12","royalblue"
"ENSG00000014919.12","turquoise"
"ENSG00000023839.10","brown"
"ENSG00000107554.16","lightyellow"
"ENSG00000107566.13","red"
"ENSG00000213341.10","green"
"ENSG00000095485.16","magenta"
"ENSG00000212464.1","yellow"
"ENSG00000196072.11","green"
"ENSG00000107593.16","greenyellow"
"ENSG00000099194.5","pink"
"ENSG00000235823.1","purple"
"ENSG00000075826.16","pink"
"ENSG00000166136.15","magenta"
"ENSG00000166135.13","cyan"
"ENSG00000272572.1","brown"
"ENSG00000119906.11","salmon"
"ENSG00000055950.16","grey"
"ENSG00000095539.15","greenyellow"
"ENSG00000236662.1","blue"
"ENSG00000107815.7","blue"
"ENSG00000107816.17","pink"
"ENSG00000186862.17","pink"
"ENSG00000107819.13","pink"
"ENSG00000273162.1","purple"
"ENSG00000107821.14","orange"
"ENSG00000225208.1","brown"
"ENSG00000166167.17","red"
"ENSG00000166171.12","turquoise"
"ENSG00000166169.16","purple"
"ENSG00000107829.13","black"
"ENSG00000107833.10","blue"
"ENSG00000198408.13","brown"
"ENSG00000120049.18","purple"
"ENSG00000120029.12","blue"
"ENSG00000166189.7","turquoise"
"ENSG00000198728.10","magenta"
"ENSG00000148840.10","black"
"ENSG00000166197.16","cyan"
"ENSG00000107862.4","cyan"
"ENSG00000077150.18","grey"
"ENSG00000059915.16","darkgrey"
"ENSG00000107872.12","darkgreen"
"ENSG00000107874.10","magenta"
"ENSG00000269609.5","blue"
"ENSG00000138111.14","pink"
"ENSG00000138107.12","lightcyan"
"ENSG00000107882.11","black"
"ENSG00000171206.13","darkmagenta"
"ENSG00000138175.8","grey"
"ENSG00000156398.12","blue"
"ENSG00000166272.16","midnightblue"
"ENSG00000203886.4","grey"
"ENSG00000166275.15","green"
"ENSG00000148842.17","turquoise"
"ENSG00000278498.1","blue"
"ENSG00000076685.18","turquoise"
"ENSG00000237827.1","magenta"
"ENSG00000148798.10","red"
"ENSG00000156374.14","yellow"
"ENSG00000148835.10","blue"
"ENSG00000173915.13","brown"
